Store ID,Product Name,Stock Quantity,Reorder Point
Industrial Zone,Organic Crackers,57,16
Downtown Store,Classic Energy Drink,24,13
Highway Branch,Classic Frozen Pizza,29,21
Riverside Shop,Fresh Honey,46,13
Lakeview Branch,Fresh Iced Tea,3,19
Mall Outlet,Classic Yogurt,10,25
Industrial Zone,Organic Butter,61,10
Riverside Shop,Natural Cornflakes,49,5
Highway Branch,Fresh Dates,5,16
Hilltop Store,Classic Waffle Mix,5,18
Railway Station,Premium Chapati,14,13
Market Square,Premium Biscuits,31,12
Hilltop Store,Fresh Vinegar,17,20
Garden District,Organic Almonds,34,19
Riverside Shop,Homestyle Pita Bread,42,16
University Store,Homestyle Whole Beans,10,10
Riverside Shop,Classic Bagel,72,10
University Store,Homestyle Samosa,76,10
Highway Branch,Organic Rice,25,21
Hilltop Store,Classic Fish Fillet,72,7
Hospital Canteen,Classic Rice,25,6
Market Square,Natural Frozen Veggies,47,9
Mall Outlet,Classic Turmeric,58,17
Market Square,Organic Bread,17,10
Railway Station,Natural Bagel,57,10
Hospital Canteen,Organic Oats,43,6
Bus Terminal,Homestyle Cream,31,9
University Store,Homestyle French Fries,78,7
Airport Kiosk,Classic Instant Coffee,78,14
Airport Kiosk,Organic Ketchup,33,10
Hospital Canteen,Organic Oats,23,20
University Store,Natural Chapati,52,9
Garden District,Fresh Cashews,73,12
Market Square,Fresh Spring Rolls,39,6
Garden District,Classic Chapati,31,20
Hilltop Store,Premium Almonds,47,13
Airport Kiosk,Natural Samosa,76,23
University Store,Organic Nutella,73,16
Lakeview Branch,Natural Mayonnaise,4,11
Airport Kiosk,Organic Biscuits,68,18
Hilltop Store,Fresh Iced Tea,14,14
Market Square,Premium Iced Tea,33,9
Riverside Shop,Homestyle Coffee,7,21
Hospital Canteen,Classic Noodles,4,15
Downtown Store,Homestyle Paratha,36,21
Tech Park,Natural Biscuits,15,15
Riverside Shop,Organic Chips,42,8
Market Square,Organic Spring Rolls,29,19
Bus Terminal,Fresh Butter,15,6
Riverside Shop,Organic Soup,63,13
University Store,Fresh Green Tea,62,23
Lakeview Branch,Fresh Crackers,74,8
Lakeview Branch,Organic Candy,62,8
Bus Terminal,Fresh Mineral Water,3,5
Airport Kiosk,Homestyle Raisins,34,16
Railway Station,Natural Pepper,66,13
Industrial Zone,Natural Cinnamon,52,15
Hilltop Store,Classic Syrup,64,11
Bus Terminal,Fresh Bagel,37,24
Railway Station,Premium Energy Drink,50,5
Bus Terminal,Organic Pita Bread,30,17
Railway Station,Homestyle Herbal Tea,9,14
Tech Park,Classic Green Tea,62,13
Mall Outlet,Organic Pancake Mix,2,22
Mall Outlet,Natural Crackers,2,11
Railway Station,Natural Cornflakes,78,11
Market Square,Homestyle Butter,21,16
Tech Park,Classic Popcorn,18,22
Hilltop Store,Natural Frozen Pizza,38,5
University Store,Fresh Pepper,76,12
Garden District,Premium Soup,16,17
Downtown Store,Organic Bagel,52,24
Garden District,Homestyle Cashews,44,20
Bus Terminal,Premium Cinnamon,18,18
Railway Station,Natural Energy Drink,39,22
Industrial Zone,Organic Soup,29,8
Railway Station,Fresh Pickle,53,20
Market Square,Organic Chocolate Bar,60,15
Highway Branch,Fresh Herbal Tea,72,7
Airport Kiosk,Premium Biscuits,33,20
Railway Station,Classic Herbal Tea,36,10
Riverside Shop,Classic Cornflakes,67,12
Garden District,Natural Cake Mix,30,5
Airport Kiosk,Natural Nutella,47,12
Riverside Shop,Premium Ketchup,19,17
Downtown Store,Natural Ketchup,70,16
Airport Kiosk,Fresh Coffee,78,22
Tech Park,Premium Nutella,32,14
Lakeview Branch,Classic Cashews,5,7
Mall Outlet,Fresh Iced Tea,79,20
Tech Park,Homestyle Mineral Water,40,19
Hospital Canteen,Fresh Frozen Pizza,64,11
Hilltop Store,Classic Coconut Water,59,19
Downtown Store,Fresh Fish Fillet,77,24
Downtown Store,Natural Instant Coffee,55,19
Market Square,Organic Coriander,79,14
Hospital Canteen,Classic Vinegar,51,15
Riverside Shop,Natural Salt,59,12
Riverside Shop,Premium Gum,14,6
Hilltop Store,Fresh Cereal,34,5
Hospital Canteen,Natural Milk,28,17
Market Square,Classic Chicken Nuggets,76,8
Industrial Zone,Organic Soup,68,5
University Store,Classic Chips,16,20
Industrial Zone,Premium Milk,56,24
Hilltop Store,Fresh Chicken Nuggets,29,6
Bus Terminal,Classic Crackers,22,8
Industrial Zone,Homestyle Pepper,66,21
Bus Terminal,Homestyle Jam,60,7
Hilltop Store,Homestyle Mineral Water,56,23
Riverside Shop,Organic Green Tea,51,15
Market Square,Premium Waffle Mix,25,12
Railway Station,Fresh Soda,41,7
Mall Outlet,Organic Pasta,35,22
Tech Park,Premium Yogurt,58,22
Industrial Zone,Homestyle Coconut Water,55,19
Industrial Zone,Classic Chapati,16,9
Railway Station,Premium Butter,63,10
Market Square,Classic Muesli,10,22
Highway Branch,Classic Pepper,77,8
Highway Branch,Classic Coriander,64,22
Riverside Shop,Homestyle Cheese,70,21
Hospital Canteen,Classic Paratha,23,13
Riverside Shop,Homestyle Cornflakes,76,7
Riverside Shop,Classic Iced Tea,53,5
Hilltop Store,Natural Cinnamon,39,8
Lakeview Branch,Homestyle Candy,46,22
Garden District,Premium Tea,49,11
Bus Terminal,Homestyle Coconut Water,31,6
Lakeview Branch,Classic Oil,37,11
Bus Terminal,Classic Frozen Veggies,55,11
Mall Outlet,Natural Cinnamon,43,16
Riverside Shop,Premium Soda,65,5
Bus Terminal,Classic Pickle,17,18
Garden District,Natural Peanut Butter,34,13
Market Square,Homestyle Raisins,14,13
Lakeview Branch,Fresh Waffle Mix,2,5
Downtown Store,Homestyle Chicken Nuggets,36,6
Garden District,Premium Chapati,49,18
Downtown Store,Organic Waffle Mix,32,8
Downtown Store,Homestyle Black Tea,56,14
Garden District,Organic Pickle,58,24
Bus Terminal,Fresh Bread,76,18
Market Square,Homestyle Frozen Pizza,22,10
Lakeview Branch,Natural Energy Drink,66,15
Lakeview Branch,Classic Salt,41,9
Bus Terminal,Classic Cake Mix,28,13
University Store,Natural Fish Fillet,64,23
Tech Park,Homestyle Frozen Pizza,78,9
Industrial Zone,Classic Cashews,49,8
Garden District,Classic Candy,78,20
Lakeview Branch,Fresh Honey,54,18
Hilltop Store,Classic Vinegar,43,13
Bus Terminal,Homestyle Ground Coffee,48,21
Industrial Zone,Classic Ketchup,61,22
Lakeview Branch,Homestyle Vinegar,33,20
Industrial Zone,Organic Coriander,9,15
Airport Kiosk,Natural Frozen Veggies,20,16
Hilltop Store,Homestyle Coconut Water,77,6
Garden District,Premium Frozen Veggies,65,19
Mall Outlet,Natural Coconut Water,43,11
Lakeview Branch,Premium Coconut Water,2,25
Mall Outlet,Natural Flour,39,12
Lakeview Branch,Organic Juice,34,6
Industrial Zone,Fresh Milk,46,17
Garden District,Organic Pepper,7,14
Mall Outlet,Fresh Cereal,14,18
Hilltop Store,Premium Raisins,65,19
Hospital Canteen,Organic Pancake Mix,63,5
Bus Terminal,Organic Whole Beans,21,19
Riverside Shop,Homestyle Almonds,61,8
Bus Terminal,Premium Frozen Veggies,29,15
Downtown Store,Premium Iced Tea,39,10
Lakeview Branch,Premium Brownie Mix,22,23
Lakeview Branch,Natural Croissant,5,14
Airport Kiosk,Natural Cereal,72,25
Mall Outlet,Natural Yogurt,54,19
Railway Station,Organic Pita Bread,23,19
Downtown Store,Organic Cake Mix,46,14
Airport Kiosk,Organic Candy,52,25
Airport Kiosk,Natural Instant Coffee,10,15
Market Square,Fresh Peanut Butter,55,13
Industrial Zone,Natural Butter,18,15
Railway Station,Organic Ketchup,38,17
Garden District,Premium Nutella,67,10
Hilltop Store,Organic Cereal,28,18
Riverside Shop,Organic Juice,52,8
Hospital Canteen,Homestyle Raisins,46,6
Hilltop Store,Classic Pasta,25,17
Industrial Zone,Organic Cumin,32,13
Downtown Store,Homestyle Popcorn,62,12
Mall Outlet,Classic Cashews,19,9
Garden District,Homestyle Brownie Mix,9,18
Railway Station,Premium Spring Rolls,57,17
Hospital Canteen,Fresh Paratha,2,15
Airport Kiosk,Homestyle Whole Beans,24,13
Highway Branch,Homestyle Bread,16,18
Riverside Shop,Fresh Chicken Nuggets,30,15
Airport Kiosk,Homestyle Popcorn,23,21
Lakeview Branch,Premium Chicken Nuggets,11,19
Market Square,Homestyle Pickle,3,16
Market Square,Classic Ground Coffee,10,12
Market Square,Organic Pasta,44,19
Airport Kiosk,Fresh Noodles,16,12
Railway Station,Homestyle Syrup,58,22
Garden District,Classic Peanut Butter,73,17
University Store,Premium Cereal,44,16
Highway Branch,Premium Sparkling Water,16,15
Mall Outlet,Organic Noodles,58,5
Lakeview Branch,Premium Jam,48,20
Downtown Store,Premium Soup,22,24
Hospital Canteen,Organic Jam,73,17
Market Square,Natural Coffee,36,14
Mall Outlet,Organic Spring Rolls,26,15
Industrial Zone,Homestyle Cornflakes,77,23
Tech Park,Classic Chocolate Bar,71,23
Railway Station,Homestyle Noodles,24,15
Market Square,Premium Raisins,78,9
Tech Park,Premium Dates,33,15
Railway Station,Organic Coffee,6,17
Hilltop Store,Fresh Noodles,44,16
Mall Outlet,Premium Ketchup,13,20
Garden District,Homestyle Pita Bread,77,19
Lakeview Branch,Premium Muesli,11,23
Airport Kiosk,Natural Flour,68,13
Riverside Shop,Premium Tea,29,7
Tech Park,Fresh Cheese,60,11
University Store,Homestyle Croissant,34,15
Market Square,Homestyle Juice,4,7
Riverside Shop,Natural Coffee,56,10
Mall Outlet,Fresh Vinegar,36,18
Garden District,Organic Coconut Water,52,13
Hilltop Store,Premium Turmeric,11,15
Highway Branch,Homestyle Crackers,57,15
Airport Kiosk,Organic Syrup,20,9
Tech Park,Homestyle Muesli,35,19
Downtown Store,Homestyle Frozen Pizza,67,8
Downtown Store,Organic Instant Coffee,36,21
Lakeview Branch,Organic Ground Coffee,23,23
Lakeview Branch,Premium Paratha,11,24
Market Square,Natural Coriander,36,6
Garden District,Classic Pepper,73,24
Industrial Zone,Homestyle Sauce,34,12
Bus Terminal,Homestyle Cake Mix,40,22
Hilltop Store,Homestyle Croissant,17,9
Industrial Zone,Premium Coconut Water,67,8
Bus Terminal,Homestyle Paratha,78,12
Downtown Store,Homestyle Black Tea,3,21
Tech Park,Organic Yogurt,43,21
Market Square,Classic Coffee,77,24
Tech Park,Organic Oil,44,25
Industrial Zone,Natural Pickle,7,22
Mall Outlet,Fresh Cream,4,11
Airport Kiosk,Fresh Spring Rolls,5,15
Downtown Store,Natural Raisins,16,6
Hospital Canteen,Premium Turmeric,30,15
Hilltop Store,Natural Muesli,57,23
Riverside Shop,Organic Honey,25,8
Garden District,Fresh Peanuts,10,8
Railway Station,Homestyle Popcorn,55,23
University Store,Premium Instant Coffee,4,9
Hilltop Store,Organic Crackers,22,14
Industrial Zone,Premium Frozen Veggies,59,18
Garden District,Fresh Black Tea,20,21
Mall Outlet,Organic Waffle Mix,46,23
Market Square,Classic Cashews,26,17
Garden District,Fresh Bread,8,19
Tech Park,Classic Chips,36,24
Market Square,Classic Vinegar,73,13
Riverside Shop,Classic Fish Fillet,43,24
Mall Outlet,Classic Cumin,24,17
Downtown Store,Classic Almonds,76,9
Downtown Store,Fresh Coconut Water,30,7
Lakeview Branch,Classic Cinnamon,35,18
Hospital Canteen,Premium Herbal Tea,47,20
Lakeview Branch,Classic Fish Fillet,17,18
Railway Station,Premium Vinegar,64,21
Hilltop Store,Organic Sparkling Water,29,5
University Store,Natural Instant Coffee,46,6
University Store,Fresh Peanuts,66,23
Hilltop Store,Homestyle Samosa,52,14
Hilltop Store,Organic Green Tea,52,13
Hospital Canteen,Organic Pickle,69,17
Highway Branch,Classic Mineral Water,74,15
Airport Kiosk,Classic Oil,18,9
Tech Park,Fresh Chocolate Bar,4,20
Highway Branch,Fresh Ice Cream,72,20
Railway Station,Fresh Iced Tea,14,10
Railway Station,Organic Iced Tea,29,23
Hospital Canteen,Classic Sauce,48,20
University Store,Premium Sugar,71,17
Mall Outlet,Natural Jam,3,15
Tech Park,Natural Jam,27,23
Airport Kiosk,Fresh Nutella,6,21
Airport Kiosk,Premium Mayonnaise,36,25
Tech Park,Classic Cake Mix,37,9
Hilltop Store,Homestyle Butter,62,21
Market Square,Premium Pickle,74,22
Industrial Zone,Natural Vinegar,17,23
Highway Branch,Organic Butter,57,24
Railway Station,Premium Pepper,50,24
Airport Kiosk,Fresh Tea,49,24
Railway Station,Classic Chips,20,19
Railway Station,Homestyle Turmeric,22,9
Airport Kiosk,Premium Black Tea,70,12
Mall Outlet,Classic Coffee,24,20
Hospital Canteen,Fresh Crackers,34,8
Market Square,Fresh Muesli,80,24
Lakeview Branch,Homestyle Samosa,46,15
Hilltop Store,Natural Milk,73,6
Highway Branch,Classic French Fries,19,21
Downtown Store,Organic Coconut Water,60,20
Mall Outlet,Homestyle Ketchup,5,18
Highway Branch,Natural Mineral Water,39,16
Tech Park,Classic Tortilla,4,9
Lakeview Branch,Premium Gum,75,14
University Store,Premium Muffin,30,16
Hilltop Store,Fresh Mustard,37,8
Industrial Zone,Classic Mustard,38,12
Riverside Shop,Organic Gum,5,11
Highway Branch,Fresh Cashews,17,21
Railway Station,Classic Mustard,56,19
Tech Park,Natural Herbal Tea,8,18
Railway Station,Homestyle Butter,64,13
Bus Terminal,Natural Oil,19,6
Lakeview Branch,Classic Brownie Mix,14,7
Hilltop Store,Classic Soda,9,14
Downtown Store,Natural Cashews,31,21
University Store,Fresh Soda,61,22
Highway Branch,Premium Almonds,4,7
Hilltop Store,Natural Popcorn,59,20
Lakeview Branch,Natural Flour,46,25
Airport Kiosk,Fresh Pasta,38,9
Highway Branch,Premium Oil,29,23
Airport Kiosk,Natural Pancake Mix,18,9
University Store,Organic Samosa,48,20
Bus Terminal,Premium Bagel,25,19
Bus Terminal,Fresh Sparkling Water,48,19
Hilltop Store,Premium Biscuits,8,10
Mall Outlet,Homestyle Sauce,68,21
Industrial Zone,Premium Pasta,25,7
Mall Outlet,Classic Nutella,38,21
University Store,Premium Fish Fillet,6,12
Lakeview Branch,Premium Cumin,26,21
Airport Kiosk,Natural Ice Cream,52,22
Bus Terminal,Natural Gum,66,14
Highway Branch,Classic Noodles,4,14
Bus Terminal,Premium Yogurt,77,22
Airport Kiosk,Premium Mayonnaise,66,24
University Store,Premium Tortilla,62,6
Industrial Zone,Premium Candy,75,12
Hilltop Store,Natural Fish Fillet,24,21
Hospital Canteen,Fresh Raisins,18,25
Hilltop Store,Organic Ketchup,21,15
University Store,Premium Mineral Water,12,18
Lakeview Branch,Homestyle Pickle,62,23
University Store,Premium Iced Tea,58,25
Bus Terminal,Natural Mayonnaise,10,21
Garden District,Natural Green Tea,68,18
Airport Kiosk,Homestyle Energy Drink,55,7
Tech Park,Fresh Chocolate Bar,75,15
Riverside Shop,Homestyle Energy Drink,39,25
Hospital Canteen,Classic Rice,76,9
Lakeview Branch,Organic Cumin,16,22
Hospital Canteen,Homestyle French Fries,58,10
Airport Kiosk,Homestyle Flour,44,25
Downtown Store,Organic Dates,37,19
Airport Kiosk,Natural Biscuits,64,23
Railway Station,Organic Bagel,53,11
Market Square,Classic Tortilla,76,17
Industrial Zone,Classic Muesli,47,14
Garden District,Natural Mineral Water,65,19
Riverside Shop,Organic Raisins,63,22
Hilltop Store,Homestyle Flour,21,9
Downtown Store,Organic Cereal,72,25
Mall Outlet,Organic Tea,5,8
Lakeview Branch,Fresh Iced Tea,24,21
Tech Park,Premium Mineral Water,55,24
Downtown Store,Premium Cashews,25,15
Mall Outlet,Premium Sugar,64,15
Riverside Shop,Premium Chips,15,13
Tech Park,Natural Ice Cream,7,23
Lakeview Branch,Premium Raisins,58,8
Hilltop Store,Homestyle Gum,3,21
Downtown Store,Organic Milk,35,25
Hospital Canteen,Natural Oats,63,10
University Store,Fresh Milk,24,20
Tech Park,Homestyle Cornflakes,39,23
Railway Station,Premium Whole Beans,46,9
Riverside Shop,Fresh Muffin,68,11
Tech Park,Organic Cereal,46,8
Bus Terminal,Organic French Fries,77,19
Highway Branch,Homestyle Frozen Veggies,44,7
Highway Branch,Homestyle Chips,29,13
Airport Kiosk,Homestyle Tortilla,32,15
Airport Kiosk,Premium Fish Fillet,61,16
Hilltop Store,Premium Pita Bread,63,20
Bus Terminal,Fresh Mayonnaise,34,9
Railway Station,Classic Yogurt,44,22
Tech Park,Natural Oil,43,6
Airport Kiosk,Homestyle Pickle,10,5
University Store,Homestyle Cashews,77,19
Riverside Shop,Organic Energy Drink,34,5
Bus Terminal,Classic Chapati,63,7
Hilltop Store,Classic Ice Cream,25,21
Downtown Store,Classic Flour,54,7
Hilltop Store,Natural Ground Coffee,78,6
Bus Terminal,Classic Cinnamon,35,17
Railway Station,Classic Instant Coffee,54,24
Garden District,Natural Chips,36,20
Highway Branch,Classic Oil,13,19
Mall Outlet,Homestyle Spring Rolls,23,14
Garden District,Fresh Gum,49,17
Railway Station,Natural Pasta,33,6
Airport Kiosk,Organic Peanut Butter,46,11
Railway Station,Classic Waffle Mix,75,16
Lakeview Branch,Organic Cake Mix,48,15
Market Square,Premium Tortilla,50,20
Airport Kiosk,Premium Flour,3,20
Market Square,Homestyle Tortilla,13,6
Hilltop Store,Natural Noodles,24,21
Lakeview Branch,Fresh Coriander,78,14
Garden District,Premium Waffle Mix,51,13
Lakeview Branch,Premium Black Tea,11,10
Hilltop Store,Premium Cumin,13,13
Riverside Shop,Homestyle Gum,79,11
Hilltop Store,Premium Energy Drink,32,8
Garden District,Natural Herbal Tea,52,10
Tech Park,Classic Pita Bread,58,15
Railway Station,Homestyle Gum,40,13
Airport Kiosk,Natural Cream,6,23
Hospital Canteen,Organic Turmeric,79,15
Railway Station,Classic Ground Coffee,53,11
Downtown Store,Organic Cinnamon,52,11
Railway Station,Organic Brownie Mix,17,6
Hospital Canteen,Homestyle Ketchup,11,17
University Store,Organic Mayonnaise,59,21
Bus Terminal,Classic Coconut Water,9,14
Tech Park,Classic Samosa,66,8
Mall Outlet,Fresh Cornflakes,48,11
Tech Park,Classic Syrup,62,25
Hilltop Store,Homestyle Flour,33,24
Railway Station,Premium Soup,22,20
Industrial Zone,Homestyle Bread,22,24
Hospital Canteen,Natural Cream,71,17
Bus Terminal,Premium Pancake Mix,62,6
Hospital Canteen,Premium Cornflakes,40,21
Riverside Shop,Natural Frozen Pizza,6,20
Mall Outlet,Fresh Biscuits,77,24
Railway Station,Natural Croissant,78,8
Hospital Canteen,Fresh Pita Bread,72,10
Tech Park,Natural Sugar,3,6
Hilltop Store,Organic Samosa,75,12
Airport Kiosk,Homestyle Syrup,15,11
Highway Branch,Premium Peanuts,67,23
Airport Kiosk,Natural Bread,35,18
Downtown Store,Fresh Milk,10,12
Railway Station,Homestyle Tortilla,71,22
University Store,Organic Crackers,48,20
Bus Terminal,Organic Cashews,19,24
Mall Outlet,Natural Mustard,36,10
Lakeview Branch,Homestyle Milk,49,7
Lakeview Branch,Natural Chicken Nuggets,47,18
Garden District,Organic Raisins,62,18
Hilltop Store,Classic Spring Rolls,48,15
Market Square,Natural Chapati,22,9
Airport Kiosk,Homestyle Coriander,49,16
Industrial Zone,Organic Paratha,71,15
Market Square,Natural Tea,5,18
Airport Kiosk,Organic Rice,21,9
Market Square,Homestyle Peanut Butter,24,24
Industrial Zone,Fresh Coriander,32,16
Highway Branch,Natural Crackers,58,21
Riverside Shop,Natural Chips,15,16
Lakeview Branch,Classic Cream,26,16
Garden District,Classic French Fries,78,25
Railway Station,Fresh Cake Mix,64,10
Railway Station,Natural Mustard,41,20
University Store,Premium Green Tea,37,16
Hospital Canteen,Organic Sauce,60,9
Industrial Zone,Natural Soup,33,8
Garden District,Organic Salt,17,22
Hospital Canteen,Homestyle Green Tea,8,21
Market Square,Organic Muesli,71,20
Hospital Canteen,Premium Soda,41,16
Garden District,Organic Biscuits,45,22
Mall Outlet,Homestyle Biscuits,3,15
Market Square,Organic Salt,15,5
Market Square,Classic French Fries,73,18
Bus Terminal,Natural Spring Rolls,64,13
University Store,Natural Noodles,57,7
Riverside Shop,Fresh Mayonnaise,59,22
Garden District,Homestyle Pancake Mix,72,18
Railway Station,Fresh Honey,51,25
University Store,Premium Crackers,44,12
Industrial Zone,Fresh Turmeric,31,14
Tech Park,Premium Chapati,58,13
Lakeview Branch,Natural Herbal Tea,54,12
Airport Kiosk,Natural Salt,75,9
Highway Branch,Classic Oil,57,10
Market Square,Organic Ice Cream,80,7
Hospital Canteen,Organic Milk,25,11
Bus Terminal,Fresh Tortilla,28,22
Industrial Zone,Homestyle Butter,65,12
University Store,Premium Milk,8,15
Highway Branch,Organic Frozen Pizza,78,14
Downtown Store,Premium Flour,2,13
Bus Terminal,Organic Paratha,55,5
Riverside Shop,Natural Sugar,74,18
Highway Branch,Natural Spring Rolls,11,13
Hospital Canteen,Natural Frozen Veggies,64,19
Airport Kiosk,Premium Sparkling Water,50,5
Riverside Shop,Natural Turmeric,42,23
Mall Outlet,Natural Bagel,73,7
Bus Terminal,Homestyle Spring Rolls,40,20
Lakeview Branch,Fresh Crackers,51,18
Hospital Canteen,Fresh Cornflakes,80,19
Hilltop Store,Natural Pepper,69,16
Market Square,Premium Bagel,40,21
Lakeview Branch,Natural Spring Rolls,46,25
Tech Park,Premium Muesli,59,8
Airport Kiosk,Organic Cream,80,22
University Store,Fresh Instant Coffee,35,24
Industrial Zone,Premium Popcorn,10,18
Airport Kiosk,Classic Turmeric,74,15
Highway Branch,Premium Biscuits,63,13
Bus Terminal,Natural Sugar,63,13
Airport Kiosk,Premium Spring Rolls,22,7
Highway Branch,Fresh Cumin,66,13
Market Square,Premium Cake Mix,58,16
Railway Station,Classic Chicken Nuggets,11,24
Mall Outlet,Classic Pancake Mix,72,23
Tech Park,Natural Muesli,62,15
Hospital Canteen,Natural Coffee,77,22
Tech Park,Fresh Cumin,18,10
Tech Park,Natural Spring Rolls,7,25
Garden District,Organic Chips,9,15
Riverside Shop,Organic Oil,42,14
Hospital Canteen,Homestyle Ice Cream,16,19
Airport Kiosk,Premium Coriander,43,22
Hospital Canteen,Fresh Samosa,6,15
Lakeview Branch,Natural Iced Tea,10,23
Airport Kiosk,Fresh Fish Fillet,40,10
University Store,Premium Sparkling Water,18,20
Mall Outlet,Organic Tortilla,26,24
Airport Kiosk,Fresh Soda,9,18
Hospital Canteen,Fresh Almonds,27,16
Industrial Zone,Classic Salt,26,16
Riverside Shop,Natural Bread,42,23
Hilltop Store,Natural Gum,4,23
Railway Station,Classic Noodles,22,21
Highway Branch,Homestyle Herbal Tea,17,24
Railway Station,Classic Pita Bread,2,21
Bus Terminal,Natural Soda,64,25
Hospital Canteen,Homestyle Sugar,62,21
Hilltop Store,Classic Peanuts,72,9
Garden District,Homestyle Popcorn,62,11
Bus Terminal,Classic Candy,56,12
Downtown Store,Natural Fish Fillet,62,19
Airport Kiosk,Natural Cream,67,12
Tech Park,Premium French Fries,51,18
Downtown Store,Natural Green Tea,65,23
Bus Terminal,Natural Sauce,43,15
Downtown Store,Classic Sugar,9,25
University Store,Fresh Chicken Nuggets,48,6
Bus Terminal,Homestyle Peanuts,19,24
Railway Station,Fresh Milk,80,5
Hilltop Store,Organic Almonds,4,19
Riverside Shop,Fresh Crackers,25,9
Railway Station,Premium Cereal,20,19
Market Square,Fresh Bread,46,14
Railway Station,Fresh Almonds,4,15
Riverside Shop,Fresh Pancake Mix,12,16
Railway Station,Natural Noodles,17,7
Bus Terminal,Premium Paratha,42,11
Riverside Shop,Natural Cashews,58,10
University Store,Classic Juice,42,22
Mall Outlet,Homestyle Soda,77,22
Bus Terminal,Homestyle Oats,6,21
Hilltop Store,Natural Pasta,40,5
Bus Terminal,Premium Cheese,42,11
Lakeview Branch,Natural Almonds,2,16
Airport Kiosk,Homestyle Frozen Pizza,52,15
Riverside Shop,Homestyle Milk,63,9
Railway Station,Natural Ketchup,29,24
Hospital Canteen,Organic Sauce,60,5
Hospital Canteen,Organic Cashews,26,6
Railway Station,Natural Bagel,55,19
Highway Branch,Organic Cumin,18,22
Mall Outlet,Premium Rice,51,22
Airport Kiosk,Natural Raisins,59,5
Tech Park,Classic Waffle Mix,25,20
Tech Park,Natural Soup,44,12
Bus Terminal,Natural Green Tea,73,9
Mall Outlet,Fresh Chapati,75,10
University Store,Organic Raisins,30,20
Mall Outlet,Natural Salt,32,5
Tech Park,Classic Herbal Tea,56,11
Riverside Shop,Organic Jam,69,16
Market Square,Fresh Pepper,6,18
Market Square,Fresh Herbal Tea,66,11
Tech Park,Premium Cream,68,8
Railway Station,Premium Paratha,22,11
Market Square,Premium Cashews,56,15
Hilltop Store,Premium Green Tea,7,17
Bus Terminal,Natural Oil,49,16
Riverside Shop,Premium Cereal,59,12
Lakeview Branch,Classic Chapati,43,14
Mall Outlet,Classic Noodles,2,15
Lakeview Branch,Homestyle Chapati,58,20
Industrial Zone,Homestyle Sauce,18,16
Downtown Store,Fresh Bagel,7,10
Hospital Canteen,Homestyle Turmeric,70,25
Riverside Shop,Homestyle Cream,66,22
Mall Outlet,Organic Biscuits,71,15
Garden District,Premium Oil,69,19
Highway Branch,Fresh Mayonnaise,45,20
Market Square,Fresh Pita Bread,48,20
Hilltop Store,Organic Waffle Mix,7,21
Downtown Store,Organic Peanut Butter,38,8
Downtown Store,Classic Oil,38,7
Hospital Canteen,Organic Pepper,61,14
Riverside Shop,Fresh Coconut Water,16,17
Railway Station,Organic Butter,68,8
Railway Station,Homestyle Muffin,16,7
Hospital Canteen,Homestyle Salt,48,25
Railway Station,Premium French Fries,13,12
Hilltop Store,Fresh Samosa,4,13
Bus Terminal,Homestyle Honey,47,6
Downtown Store,Organic Vinegar,41,15
Market Square,Fresh Brownie Mix,6,25
Market Square,Natural Frozen Veggies,19,9
Hilltop Store,Natural Sugar,4,17
Tech Park,Classic Whole Beans,75,24
Hilltop Store,Organic Honey,51,14
Riverside Shop,Classic Sugar,41,24
Airport Kiosk,Premium Juice,57,25
Hospital Canteen,Homestyle Ice Cream,66,6
Industrial Zone,Homestyle Ketchup,30,25
Railway Station,Fresh Mayonnaise,73,11
Railway Station,Fresh Pita Bread,64,9
Tech Park,Fresh Sugar,40,16
Hospital Canteen,Homestyle Brownie Mix,67,8
Bus Terminal,Organic Honey,69,12
Airport Kiosk,Premium Jam,10,14
Tech Park,Homestyle Yogurt,25,13
University Store,Homestyle Tea,80,25
Tech Park,Homestyle Raisins,54,17
Lakeview Branch,Fresh Soda,79,6
Garden District,Organic Pickle,6,13
Hospital Canteen,Fresh Mayonnaise,77,22
Downtown Store,Fresh Frozen Pizza,72,22
Garden District,Homestyle Cream,55,20
Hilltop Store,Fresh Sugar,42,8
University Store,Organic Salt,75,17
Mall Outlet,Homestyle Ice Cream,58,6
Riverside Shop,Natural Whole Beans,66,19
Airport Kiosk,Organic Gum,65,5
Riverside Shop,Natural Pasta,16,17
Railway Station,Natural Cumin,73,8
Airport Kiosk,Classic Cream,4,12
Tech Park,Homestyle Milk,71,14
Railway Station,Natural Tortilla,15,10
Market Square,Organic Sparkling Water,48,6
Mall Outlet,Premium Chocolate Bar,34,15
University Store,Classic Brownie Mix,54,17
Highway Branch,Premium Mustard,58,12
Mall Outlet,Organic Nutella,46,12
Railway Station,Organic Ground Coffee,18,19
Railway Station,Natural French Fries,66,19
Railway Station,Fresh Cheese,22,23
Hospital Canteen,Classic Pancake Mix,65,25
Riverside Shop,Fresh Peanut Butter,64,13
Hospital Canteen,Organic Honey,73,6
Hilltop Store,Natural Mineral Water,66,24
Garden District,Premium Croissant,17,19
Industrial Zone,Fresh Crackers,30,7
Garden District,Premium Coffee,65,8
Industrial Zone,Premium Cream,6,13
Highway Branch,Premium Chocolate Bar,12,13
Tech Park,Classic Samosa,34,19
Mall Outlet,Classic Frozen Pizza,55,15
